COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
SE;1;41020;;N;D;B00;SEVILLA;7.60;N;;PIAGGIOVIETNAMCOLTD;1345
M;1;28032;;N;D;B00;MADRID;85.00;N;;BAYERISCHEMOTORENWERKEAG;2495
B;1;08810;;N;D;B00;SPEREDERIBES;61.80;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2570
A;1;03801;;N;X;A00;ALCOY;96.00;N;;AUTOMOBILESCITROEN;3450
C;1;15883;;N;D;B00;TEO;100.00;N;;DAIMLERAG;2699
SE;1;41007;;N;X;B00;SEVILLA;13.00;N;;ZEROMOTORCYCLES;1448
CA;1;10005;;N;D;B00;CACERES;6.30;N;;ZHEJIANGQIANJIANGMOTORCYCLECOLTD;1250
S;1;39790;;N;D;B00;BARCENACICERO;103.00;N;;SEATSA;2605
OU;1;32630;;N;D;B00;XINZODELIMIA;110.00;N;;VOLKSWAGENAG;2670
V;1;46970;;N;D;B00;ALAQUAS;96.00;N;;ADAMOPELAG;2555
VA;1;47162;;N;D;A03;ALDEAMAYORSMARTIN;66.00;N;;ND;2600
CC;1;10830;;N;D;B00;TORREJONCILLO;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
A;1;03710;;N;D;B00;CALPE;81.00;N;;AUTOMOBILESPEUGEOT;2620
O;1;33312;;N;D;B00;VILLAVICIOSA;70.00;N;;ADAMOPELAG;2511
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;66.00;S;;RENAULTS.A.S.;3081
V;1;46600;;N;D;B00;ALZIRA;105.00;N;;BAYERISCHEMOTORENWERKEAG;2690
B;1;08400;;N;X;B00;GRANOLLERS;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
B;1;08450;;N;D;B00;LLINARSDELVALLES;51.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
BI;1;48991;;N;D;B00;GETXO;20.40;N;;KWANGYANGMOTORCOLTD;1450
B;1;08130;;N;D;B00;SPERPETUADEMOGODA;66.00;N;;VOLKSWAGENAG;2456
B;1;08172;;N;D;B00;SCUGATDELVALLES;66.00;N;;AUTOMOBILEDACIASA;2810
NA;1;31860;;N;D;B00;IRURTZUN;70.00;N;;RENAULTS.A.S.;2641
LO;1;26005;;N;D;B00;LOGROÑO;66.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
SA;1;37185;;N;D;B00;VILLAMAYOR;770.00;N;;VOLKSWAGENAG;2620
MA;1;29011;;N;D;B00;MALAGA;3.20;N;;PIAGGIO&C.S.P.A;1315
TO;1;13600;;N;D;B00;ALCAZARDESANJUAN;85.00;N;;AUTOMOBILESCITROEN;2840
C;1;27891;;N;D;B00;CERVO;100.00;N;;DAIMLERAG;2699
B;1;08034;;N;D;B00;BARCELONA;81.00;N;;VOLKSWAGENAG;2605
TF;1;38350;;N;D;B00;TACORONTE;11.00;N;;PIAGGIO&C.S.P.A;1490
A;1;03670;;N;D;B00;MONFORTEDELCID;125.00;N;;DAIMLERAG;2840
NA;1;20400;;N;D;B00;TOLOSA;125.00;N;;DAIMLERAG;2840
CO;1;14004;;N;D;B00;CORDOBA;77.00;N;;SEAT,S.A.;2618
A;1;03348;;N;D;B00;GRANJADEROCAMORA;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
BI;1;48480;;N;D;B00;ARRIGORRIAGA;74.00;N;;SUZUKIMOTORCORPORATION;1555
B;1;08440;;N;D;B00;CARDEDEU;81.00;N;;ADAMOPELAG;2685
M;1;28924;;N;D;B00;ALCORCON;103.00;N;;VOLKSWAGENAG;2708
T;1;43877;;N;D;B00;SANTJAUMEDENVEJA;81.00;N;;ND;2648
B;1;08233;;N;D;A03;VACARISSES;110.00;N;;VOLKSWAGENAG;2620
Z;1;50018;;N;D;B00;ZARAGOZA;81.00;N;;SEAT,S.A.;2618
Z;1;31192;;N;D;B00;ARANGUREN;66.00;N;;AUDIA.G.;2457
SG;1;40002;;N;D;B00;SEGOVIA;85.00;N;;AUTOMOBILESCITROEN;2840
MA;1;29130;;N;D;B00;ALHAURINDELATORRE;100.00;N;;DAIMLERAG;2699
M;1;28050;;N;D;B00;MADRID;100.00;N;;DAIMLERAG;2699
NA;1;31002;;N;D;B00;PAMPLONA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
M;1;28411;;N;X;B00;MORALZARZAL;66.00;S;;RENAULTS.A.S.;3098
IB;1;07760;;N;D;B00;CIUTADELLAMENORCA;1.60;N;;RIEJUSA;1305
C;1;27880;;N;D;B00;BURELA;110.00;N;;AUDIA.G.;2817
V;1;46470;;N;D;B00;CATARROJA;81.00;N;;VOLKSWAGENAG;2605
M;1;28036;;N;D;B00;MADRID;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
B;1;08907;;N;D;B00;LHOSPITALETDELLOB;8.70;N;;KWANGYANGMOTORCOLTD;1470
M;1;28220;;N;D;B00;MAJADAHONDA;110.00;N;;VOLKSWAGENAG;2620
A;1;03550;;N;D;B00;SANTJOANDALACANT;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
H;1;21400;03092010;U;D;B00;AYAMONTE;118.00;N;;ADAMOPELAG;2737
IB;1;07500;;N;D;B00;MANACOR;81.00;N;;SEAT,S.A.;2618
B;1;08520;;N;D;B00;LESFRANQUESESVALLE;34.20;N;;YAMAHAMOTORCO,LTD;1580
AL;1;04740;;N;D;B00;ROQUETASDEMAR;84.00;N;;AUTOMOBILESCITROEN;2608
M;1;28015;;N;D;B00;MADRID;107.00;N;;ND;1545
MA;1;29190;;N;D;B00;MALAGA;61.80;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2570
GC;1;35420;;N;D;B00;MOYA;60.00;N;;FORDWERKEGMBH;2489
M;1;28213;;N;X;B00;COLMENARDELARROYO;103.00;S;;ADAMOPELAG;2737
M;1;28035;;N;X;B00;MADRID;100.00;N;;ND;2699
B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
S;1;39592;;N;D;B00;VALDALIGA;110.00;N;;VOLKSWAGENAG;2620
BI;1;48370;;N;D;B00;BERMEO;85.00;N;;FORDWERKEGMBH;2850
P;1;34486;;N;D;B00;SANTIBAÑEZDEECLA;110.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
B;1;08349;;N;D;B00;CABRERADEMAR;86.00;N;;MITSUBISHIMOTORSCORPORATION;2670
C;1;15840;;N;D;B00;SANTACOMBA;81.00;N;;ADAMOPELAG;2685
T;1;12006;;N;X;B00;CASTELLOPLANA;55.00;N;;ND;2697
M;1;28950;;N;D;B00;MORALEJADEENMEDIO;82.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2780
MA;1;29580;;N;D;B00;CARTAMA;77.00;N;;SEAT,S.A.;2618
M;1;48903;;N;D;B00;BARAKALDO;66.00;N;;AUTOMOBILEDACIASA;2810
CA;1;11205;;N;X;B00;ALGECIRAS;81.00;N;;VOLKSWAGENAG;2605
SE;1;41907;;N;D;B00;VALENCINACONCEPCION;85.00;N;;ND;2640
L;1;25700;;N;D;B00;LASEUDURGELL;96.00;N;;ADAMOPELAG;2555
CO;1;14610;;N;D;B00;CORDOBA;10.10;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
M;1;28522;;N;D;B00;RIVASVACIAMADRID;110.00;N;;HYUNDAIMOTORCOMPANY;2700
MA;1;14011;;N;D;B00;CORDOBA;110.00;N;;AUDIA.G.;2817
M;1;28240;;N;D;B00;HOYODEMANZANARES;61.80;N;;ND;2570
M;1;28018;;N;D;B00;MADRID;110.00;N;;AUDIA.G.;2817
SE;1;41710;;N;D;B00;UTRERA;81.00;N;;VOLKSWAGENAG;2670
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;88.00;S;;VOLKSWAGENAG;2786
V;1;46460;;N;D;B00;SILLA;68.00;N;;AUTOMOBILESPEUGEOT;2728
B;1;08290;;N;X;B00;CERDANYOLAVALLES;21.30;N;;SANYANGINDUSTRYCOLTD;1550
A;1;03600;;N;X;B00;ELDA;140.00;N;;AUDIA.G.;2816
MU;1;30564;;N;D;B00;LORQUI;51.00;N;;SEAT,S.A.;2469
TF;1;38670;;N;D;B00;ADEJE;3.20;N;;PIAGGIO&C.S.P.A;1315
NA;1;31012;;N;D;B00;PAMPLONA;55.00;N;;AUTOMOBILEDACIASA;2589
V;1;46702;;N;D;B00;GANDIA;66.00;N;;AUDIA.G.;2459
CA;1;11130;;N;D;B00;CHICLANADELAFTRA;2.00;N;;PEUGEOTMOTOCYCLESSA;1140
M;1;20280;;N;D;B00;HONDARRIBIA;66.00;N;;VOLKSWAGENAG;2456
GI;1;17190;;N;D;B00;SALT;51.00;N;;SKODAAUTOA.S.;2451
GI;1;17230;;N;D;B00;PALAMOS;110.00;N;;AUDIA.G.;2620
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
V;1;46022;;N;D;B00;VALENCIA;81.00;N;;SEAT,S.A.;2618
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;68.00;S;;AUTOMOBILESCITROEN;2608
BA;1;06133;;N;D;B00;TALIGA;68.00;N;;AUTOMOBILESCITROEN;2728
IB;1;07315;;N;X;A01;ESCORCA;66.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
M;1;28770;;N;X;A13;COLMENARVIEJO;23.18;N;;MBKINDUSTRIE;1565
V;1;46800;;N;X;B00;XATIVA;55.00;N;;AUTOMOBILEDACIASA;2810
GI;1;17172;;N;D;B00;LESPLANESDHOSTOLES;110.00;N;;MAZDA;2700
M;1;45313;;N;D;B00;YEPES;66.00;N;;RENAULTS.A.S.;2697
M;1;47012;;N;X;B00;VALLADOLID;84.00;N;;AUTOMOBILESCITROEN;2670
TO;1;28041;;N;X;B00;MADRID;50.00;N;;AUTOMOBILESCITROEN;2451
MU;1;30564;;N;X;B00;LORQUI;110.00;N;;VOLKSWAGENAG;2786
M;1;28917;;N;D;B00;LEGANES;132.00;N;;SKODAAUTOA.S.;2454
O;1;33616;;N;D;B00;MIERES;100.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
O;1;33600;;N;D;B00;MIERES;77.00;N;;VOLKSWAGENAG;2620
GC;1;35100;;N;D;B00;SBARTOLOMETIRAJANA;66.00;N;;RENAULTS.A.S.;2606
IB;1;07650;;N;D;B00;SANTANYI;96.00;N;;ADAMOPELAG;2555
M;1;28450;;N;X;B00;COLLADOMEDIANO;94.00;S;;AUTOMOBILESCITROEN;3000
O;1;33003;;N;D;B00;OVIEDO;96.00;N;;ADAMOPELAG;2555
M;1;28830;;N;D;B00;SANFERNANDOHENARES;88.00;N;;MAZDA;2700
BA;1;06411;;N;D;B00;MEDELLIN;0.00;N;;CARROCERIASDIAZVINAGRECB;720
M;1;28045;;N;D;B00;MADRID;125.00;N;;AUDIA.G.;2817
B;1;08224;;N;D;B00;TERRASSA;54.70;N;;ND;1435
SG;1;40003;;N;D;B00;SEGOVIA;110.00;N;;JAGUARLANDROVERLIMITED;2660
B;1;08693;;N;D;B00;CASSERRES;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
GI;1;17410;;N;D;B00;SILS;77.00;N;;SEAT,S.A.;2618
GC;1;35011;;N;D;B00;LASPALMASGC;8.40;N;;HONDAVIETNANCOLTD;1305
Z;1;50012;;N;D;B00;ZARAGOZA;125.00;N;;DAIMLERAG;2755
IB;1;07315;;N;X;A01;ESCORCA;66.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
VA;1;47009;;N;X;B00;VALLADOLID;77.00;N;;VOLKSWAGENAG;2675
M;1;28029;;N;X;B00;MADRID;125.00;N;;ND;2699
B;1;08551;;N;X;B00;TONA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
IB;1;28001;;N;X;B00;MADRID;66.00;N;;AUTOMOBILEDACIASA;2589
V;1;30565;;N;X;B00;LASTORRESCOTILLAS;193.00;N;;VOLKSWAGENAG;2904
M;1;28670;;N;D;B00;VILLAVICIOSADEODON;125.00;N;;DAIMLERAG;2840
M;1;28760;;N;D;B00;TRESCANTOS;8.10;N;;THAIYAMAHAMOTORCOLTD;1310
A;1;03177;;N;D;B00;SANFULGENCIO;120.00;N;;AUTOMOBILESCITROEN;2612
O;1;33980;;N;D;B00;LAVIANA;85.00;N;;NISSANINTERNATIONAL,S.A.;2646
J;1;23760;;N;D;B00;ARJONA;77.00;N;;SEAT,S.A.;2578
M;1;28108;;N;X;B00;ALCOBENDAS;77.00;S;;VOLKSWAGENAG;2620
L;1;25300;;N;X;B00;TARREGA;51.00;N;;SEAT,S.A.;2469
M;1;28522;;N;D;B00;RIVASVACIAMADRID;66.00;N;;AUDIA.G.;2459
B;1;08908;;N;X;B00;LHOSPITALETDELLOB;190.00;N;;DAIMLERAG;3035
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;110.00;S;;AUDIA.G.;2816
M;1;28042;;N;D;B00;MADRID;85.00;N;;RENAULTS.A.S.;2641
H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
M;1;28806;;N;X;B00;ALCALADEHENARES;110.00;N;;AUDIA.G.;2817
B;1;08107;;N;X;B00;MARTORELLES;135.00;N;;BAYERISCHEMOTORENWERKEAG;2810
B;1;08301;;N;D;B00;MATARO;85.00;N;;ND;2770
MA;1;29200;;N;X;A00;ANTEQUERA;331.00;N;;SCANIACVAB;3700
GC;1;35007;;N;D;B00;LASPALMASGC;6.80;N;;JIANGSUDAFIERMOTORCYCLECO.,LTD;1390
IB;1;07193;;N;D;B00;BUNYOLA;90.00;N;;VOLKSWAGENAG;2620
MA;1;29600;;N;D;B00;MARBELLA;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
SE;1;41007;;N;D;B00;SEVILLA;19.00;N;;THAIHONDAMANUFACTURINGCOLTD;1545
MU;1;30310;;N;D;B00;CARTAGENA;96.00;N;;FIATGROUPAUTOMOBILESS.P.A.;3450
AB;1;02630;;N;X;B00;LARODA;100.00;N;;DAIMLERAG;2699
MA;1;29200;;N;X;A00;ANTEQUERA;331.00;N;;SCANIACVAB;3700
SA;1;37900;;N;D;B00;SANTAMARTATORMES;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;66.00;S;;NISSANINTERNATIONAL,S.A.;2600
B;1;08906;;N;X;B00;LHOSPITALETDELLOB;15.00;N;;MBKINDUSTRIE;1385
M;1;28038;;N;D;B00;MADRID;66.00;N;;VOLKSWAGENAG;2456
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
CS;1;12004;;N;D;B00;CASTELLOPLANA;81.00;N;;VOLKSWAGENAG;2605
O;1;33500;;N;D;B00;LLANES;96.00;N;;ADAMOPELAG;2555
CS;1;12530;;N;X;B00;BURRIANA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;28981;;N;D;B00;PARLA;81.00;N;;VOLKSWAGENAG;2605
M;1;28018;;N;D;B00;MADRID;100.00;N;;HYUNDAIMOTORCOMPANY;2770
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;110.00;S;;VOLVOCARCORPORATION;2647
B;1;08201;;N;D;B00;SABADELL;55.00;N;;VOLKSWAGENAG;2456
B;1;08310;;N;D;B00;ARGENTONA;8.70;N;;HONDAITALIAINDUSTRIALESPA;1340
M;1;28053;;N;D;B00;MADRID;80.00;N;;AUTOMOBILEDACIASA;2673
CO;1;14005;;N;D;B00;CORDOBA;55.00;N;;RENAULTS.A.S.;2589
M;1;28500;;N;D;B00;ARGANDADELREY;100.00;N;;DAIMLERAG;2699
IB;1;07813;;N;D;B18;STAEULALIADELRIO;55.00;N;;VOLKSWAGENAG;2681
B;1;08800;;N;D;B00;VILANOVAILAGELTRU;56.00;N;;HARLEYDAVIDSONMOTORCOMPANY;1630
M;1;28005;;N;D;B00;MADRID;81.00;N;;VOLKSWAGENAG;2620
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;AUTOMOBILESPEUGEOT;2728
PO;1;36700;;N;D;B00;TUI;81.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
MU;1;30007;;N;D;B00;MURCIA;7.30;N;;XIAMENXIASHINGMOTORC.CO.LTD;1330
SE;1;41540;;N;D;B00;LAPUEBLADECAZALLA;8.35;N;;ND;1300
SG;1;40370;;N;D;B00;TUREGANO;77.00;N;;SKODAAUTOA.S.;2668
M;1;28005;;N;X;B00;MADRID;125.00;N;;DAIMLERAG;2840
V;1;46196;;N;D;B00;CATADAU;110.00;N;;AUTOMOBILESCITROEN;2785
M;1;28028;;N;D;B00;MADRID;91.00;N;S;TOYOTAMOTOREUROPEN.V./S.A.;2600
A;1;03016;;N;X;B00;ALICANTE;130.00;N;;AUDIA.G.;2816
B;1;08940;;N;D;B00;CORNELLADELLOB;110.00;N;;SEAT,S.A.;2583
B;1;08034;;N;D;B00;BARCELONA;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2780
V;1;46023;;N;D;B00;VALENCIA;66.00;N;;VOLKSWAGENAG;2456
CO;1;14600;;N;D;B00;MONTORO;79.00;N;;AUTOMOBILEDACIASA;2810
O;1;24010;;N;D;B00;SANANDRESRABANEDO;81.00;N;;NISSANINTERNATIONAL,S.A.;2530
A;1;46220;;N;D;B00;PICASSENT;81.00;N;;SKODAAUTOA.S.;2576
CA;1;11380;;N;D;B00;TARIFA;8.90;N;;PIAGGIOVIETNAMCOLTD;1325
VI;1;01010;;N;D;B00;VITORIAGASTEIZ;61.80;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2570
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
MU;1;04890;;N;X;B00;SERON;125.00;N;;DAIMLERAG;2840
B;1;08698;;N;D;B00;CERCS;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
V;1;03750;;N;D;B00;PEDREGUER;81.00;N;;SEATSA;2605
IB;1;07310;;N;D;B00;CAMPANET;55.00;N;;VOLKSWAGENAG;2456
CR;1;13005;;N;X;B00;CIUDADREAL;55.00;N;;AUTOMOBILESCITROEN;2728
B;1;08030;;N;D;B00;BARCELONA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
CA;1;11405;;N;D;B00;JEREZDELAFTRA;103.00;N;;ADAMOPELAG;2555
B;1;08025;;N;D;B00;BARCELONA;81.00;N;;VOLKSWAGENAG;2605
M;1;28649;;N;X;B00;ROZASDEPUERTOREAL;68.00;S;;AUTOMOBILESPEUGEOT;2620
Z;1;50013;;N;D;B00;ZARAGOZA;20.40;N;;KWANGYANGMOTORCOLTD;1450
AL;1;04700;;N;D;B00;ELEJIDO;68.00;N;;AUTOMOBILESPEUGEOT;2537
M;1;28031;;N;D;B00;MADRID;135.00;N;;BAYERISCHEMOTORENWERKEAG;2810
M;1;28026;;N;D;B00;MADRID;100.00;N;;ND;2699
SE;1;41700;;N;D;B00;DOSHERMANAS;121.00;N;;ND;2700
M;1;28340;;N;D;B00;VALDEMORO;11.64;N;;TOYOTAMOTOREUROPEN.V./S.A.;2780
HU;1;22420;;N;X;B00;ALMUNIASJUAN;125.00;N;;DAIMLERAG;2699
HU;1;50011;;N;D;B00;ZARAGOZA;96.00;N;;ADAMOPELAG;2555
MA;1;29013;;N;D;B00;MALAGA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
V;1;46035;;N;D;B00;VALENCIA;66.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
AB;1;02001;;N;D;B00;ALBACETE;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
GI;1;17220;;N;D;B00;SANTFELIUDEGUIXOLS;51.00;N;;SEAT,S.A.;2469
A;1;03660;;N;X;B00;NOVELDA;66.00;N;;AUTOMOBILEDACIASA;2810
J;1;23660;;N;D;A00;ALCAUDETE;81.00;N;;DAIMLERAG;3081
CA;1;11008;;N;D;B00;CADIZ;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
M;1;28230;;N;D;B00;LASROZASDEMADRID;70.00;N;;BAYERISCHEMOTORENWERKEAG;2495
A;1;03140;;N;D;B00;GUARDAMARDELSEGURA;66.00;N;;AUTOMOBILEDACIASA;2589
PO;1;36950;;N;D;B00;MOAÑA;85.00;N;;RENAULTS.A.S.;2641
M;1;28008;;N;X;B00;MADRID;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
O;1;33438;;N;X;A00;CARREÑO;340.00;N;;DAFTRUCKSNV;3800
B;1;28864;;N;X;B18;AJALVIR;55.00;S;;AUTOMOBILESPEUGEOT;2728
B;1;08242;;N;D;B00;MANRESA;190.00;N;;BAYERISCHEMOTORENWERKEAG;2810
GI;1;17003;;N;D;B00;GIRONA;44.00;N;;BAYERISCHEMOTORENWERKEAG;1605
MU;1;30009;;N;D;B00;MURCIA;110.00;N;;AUDIA.G.;2817
M;1;28108;;N;X;B00;ALCOBENDAS;55.00;S;;RENAULTS.A.S.;2589
M;1;28260;;N;D;B00;GALAPAGAR;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
B;1;08870;;N;D;B00;SITGES;103.00;N;;VOLKSWAGENAG;2675
CA;1;11007;;N;D;B00;CADIZ;9.10;N;;ND;1465
O;1;24005;;N;D;B00;LEON;59.00;N;;NISSANINTERNATIONAL,S.A.;2600
M;1;28009;;N;D;B00;MADRID;15.80;N;;PIAGGIO&C.S.P.A;1370
M;1;28100;;N;D;B00;ALCOBENDAS;7.95;N;;SANYANGINDUSTRYCOLTD;1320
B;1;08191;;N;D;B00;RUBI;66.00;N;;VOLKSWAGENAG;2456
M;1;28047;;N;D;B00;MADRID;110.00;N;;SKODAAUTOA.S.;2668
VA;1;47140;;N;D;B00;LAGUNADEDUERO;80.00;N;;AUTOMOBILEDACIASA;2673
M;1;28341;;N;D;B00;VALDEMORO;66.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
AL;1;04600;;N;X;B00;HUERCALOVERA;190.00;N;;DR.ING.H.C.F.PORSCHEAG;2807
MA;1;29620;;N;X;B00;TORREMOLINOS;84.00;N;;VOLKSWAGENAG;3000
CA;1;11401;;N;D;B00;JEREZDELAFTRA;88.00;N;;FORDWERKEGMBH;2690
A;1;03779;;N;D;B00;ELSPOBLETS;68.00;N;;AUTOMOBILESPEUGEOT;2538
SS;1;20150;;N;D;B00;VILLABONA;96.00;N;;ADAMOPELAG;2760
M;1;28036;;N;D;B00;MADRID;121.40;N;;AUTOMOBILESCITROEN;2840
CS;1;46002;;N;X;B00;VALENCIA;135.00;N;;BAYERISCHEMOTORENWERKEAG;2810
B;1;08184;;N;D;B00;PALAUSOLITAIPLEGAMANS;100.00;N;;DAIMLERAG;2699
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;190.00;S;;JAGUARLANDROVERLIMITED;2923
LU;1;27370;;N;X;A00;RABADE;0.00;N;;SCHMITZCARGOBULLAG;1310
B;1;08922;;N;D;B00;SCOLOMAGRAMENET;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08350;;N;D;B00;ARENYSDEMAR;66.00;N;;ND;2570
BU;1;09001;;N;X;B18;BURGOS;95.00;N;;DAIMLERAG;3665
M;1;28045;;N;D;B00;MADRID;80.00;N;;DAIMLERAG;2699
V;1;12110;;N;X;B00;ALCORA;55.00;N;;FORDWERKEGMBH;2489
M;1;28032;;N;D;A04;MADRID;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2780
IB;1;07260;;N;D;B00;PORRERES;77.00;N;;VOLKSWAGENAG;2620
V;1;46900;;N;X;A01;TORRENT;92.00;N;;RENAULTS.A.S.;3682
TF;1;38628;;N;D;B00;SANMIGUEL;5.30;N;;KTMSPORTMOTORCYCLEAG;1495
B;1;08256;;N;X;B00;RAJADELL;47.00;N;;PIAGGIO&C.S.P.A;1830
LO;1;30800;01122003;U;D;B00;LORCA;81.00;N;;FIATAUTOSPA;4150
M;1;28054;;N;D;B00;MADRID;35.00;N;;ND;1380
CU;1;45880;;N;D;B00;CORRALDEALMAGUER;68.00;N;;AUTOMOBILESCITROEN;2608
PO;1;36475;;N;X;A00;OPORRIÑO;0.00;N;;SCHMITZCARGOBULLAG;1310
BU;1;09007;;N;D;B00;BURGOS;81.00;N;;ADAMOPELAG;2685
TO;1;28041;;N;X;B00;MADRID;50.00;N;;AUTOMOBILESCITROEN;2451
V;1;46119;;N;D;B00;NAQUERA;92.00;N;;SEAT,S.A.;2618
M;1;47004;;N;D;B00;VALLADOLID;133.00;N;;AUTOMOBILESCITROEN;2727
O;1;33010;;N;X;B00;OVIEDO;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
A;1;03759;;N;X;A01;BENIDOLEIG;77.00;N;S;SEAT,S.A.;2578
BU;1;47015;;N;D;B00;VALLADOLID;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
CR;1;13700;;N;D;A00;TOMELLOSO;340.00;N;;DAFTRUCKSNV;3800
M;1;28810;;N;D;B00;VILLALBILLA;120.00;N;;AUTOMOBILESCITROEN;2815
NA;1;31010;;N;X;B00;BARAÑAIN;66.00;N;;VOLKSWAGENAG;2456
CO;1;14010;;N;D;B00;CORDOBA;92.00;N;;BAYERISCHEMOTORENWERKEAG;1490
BI;1;48230;;N;D;B00;ELORRIO;74.00;N;;ADAMOPELAG;2511
C;1;15998;;N;D;B00;PORTODOSON;110.00;N;;VOLKSWAGENAG;2620
SS;1;20577;;N;D;B00;ANTZUOLA;92.00;N;;ADAMOPELAG;2703
A;1;03006;;N;D;B00;ALICANTE;99.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
A;1;03802;;N;D;B00;ALCOY;77.00;N;;ND;2618
AL;1;04005;;N;X;B00;ALMERIA;125.00;N;;DAIMLERAG;2840
M;1;28905;;N;D;B00;GETAFE;103.00;N;;VOLKSWAGENAG;2605
IB;1;07400;;N;D;B00;ALCUDIA;88.00;N;;MAZDA;2700
BI;1;48460;;N;D;B00;URDUÑA-ORDUÑA;66.00;N;;AUTOMOBILEDACIASA;2810
NA;1;31160;;N;D;B00;ORCOYEN;77.00;N;;VOLKSWAGENAG;2620
MU;1;30800;;N;D;B00;LORCA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
GI;1;17834;;N;D;B00;PORQUERES;15.00;N;;KTM-SPORTMOTORCYCLEAG;1482
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;VOLKSWAGENAG;2675
C;1;15960;;N;D;B00;RIBEIRA;68.00;N;;AUTOMOBILESCITROEN;2728
M;1;28224;;N;D;B00;POZUELODEALARCON;35.00;N;;ND;1410
A;1;03188;;N;D;B00;TORREVIEJA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
GI;1;17160;;N;X;B00;ANGLES;84.00;N;;VOLKSWAGENAG;3000
AB;1;02006;;N;D;B00;ALBACETE;81.00;N;;AUDIA.G.;2620
M;1;28047;;N;D;B00;MADRID;103.00;N;;VOLKSWAGENAG;2605
GI;1;17162;;N;D;B00;BESCANO;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
V;1;46183;;N;D;B00;LAELIANA;81.00;N;;AUDIA.G.;2585
