FEC_MATRICULA;COD_CLASE_MAT;MARCA;MODELO;COD_PROCEDENCIA;BASTIDOR;COD_TIPO;COD_PROPULSION;CILINDRADA;TARA;PESO_MAX;NUM_PLAZAS;IND_PRECINTO;IND_EMBARGO;COD_PROVINCIA_VEH;COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
02012015;0;RENAULT;MEGANESPORTTOURER;0;VF1KZ140651544324;40;1;1461;1308;1864;5;;;B;B;1;08256;;N;X;B00;AGUILARDESEGARRA;81.00;S;;RENAULTS.A.S.;2703
02012015;0;DACIA;SANDERO;1;UU15SDAG351717904;40;0;1149;941;1500;5;;;PO;PO;1;36940;;N;D;B00;CANGAS;55.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;DACIA;SANDERO;1;UU15SDAG351717843;40;0;1149;941;1500;5;;;PO;PO;1;36780;;N;D;B00;AGUARDA;55.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;FIAT;PANDA;3;ZFA31200003417421;40;1;1248;1057;1535;5;;;B;B;1;08256;;N;X;B00;AGUILARDESEGARRA;55.00;S;;FIATGROUPAUTOMOBILESS.P.A.;2300
02012015;0;MERCEDES-BENZ;ML250BLUETEC;3;WDC1660041A446996;40;1;2143;2150;2950;5;;;M;M;1;28002;;N;D;B00;MADRID;150.00;N;;DAIMLERAG;2915
02012015;0;DACIA;LOGAN1.2;3;UU14SDAG351820504;40;0;1149;974;1505;5;;;M;M;1;28200;;N;D;B00;SANLORENZOESCORIAL;55.00;N;;AUTOMOBILEDACIASA;2634
02012015;0;VOLKSWAGEN;GOLF;0;WVWZZZAUZFW524489;40;1;1598;1436;1940;5;;;M;M;1;28660;;N;D;B00;BOADILLADELMONTE;81.00;N;;VOLKSWAGENAG;2670
02012015;0;DACIA;LODGY;1;UU1JSDJ3552110620;40;6;1598;1196;1831;5;;;B;B;1;08019;;N;D;A04;BARCELONA;60.50;N;;AUTOMOBILEDACIASA;2810
02012015;2;SORIBERICA;SP73;0;VVCS0RNBCS4E05964;R7;;0;8000;37000;0;;;H;H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
02012015;0;MERCEDES-BENZ;GLK200CDI;3;WDC2049011G354381;40;1;2143;1770;2420;5;;;MU;MU;1;30002;;N;X;B00;MURCIA;105.00;N;;DAIMLERAG;2755
02012015;0;DACIA;SANDERO;1;UU15SDCLC52086471;40;1;1461;1083;1600;5;;;B;B;1;08204;;N;D;B00;SABADELL;66.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;LEXUS;LEXUSIS300H;1;JTHBH5D2005037755;40;0;2494;1680;2145;5;;;B;B;1;08017;;N;D;B00;BARCELONA;133.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2800
02012015;0;HYUNDAI;I30;3;TMAD251AAEJ221964;40;0;1396;1306;1820;5;;;BU;BU;1;09007;;N;D;B00;BURGOS;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
02012015;0;AUDI;Q3;3;WAUZZZ8U6ER136058;40;1;1968;1570;2170;5;;;MA;MA;1;29600;;N;D;B00;MARBELLA;103.00;N;;AUDIA.G.;2601
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY218665;40;1;1422;1077;1640;5;;;NA;NA;1;31600;;N;X;B00;BURLADA;55.00;N;;VOLKSWAGENAG;2456
02012015;0;YAMAHA;MT-07;3;JYARM041000007043;50;0;689;169;355;2;;;V;V;1;46460;;N;D;B00;SILLA;55.00;N;;YAMAHAMOTORCO,LTD;1400
02012015;0;OPEL;INSIGNIALIMOUSINEHB;3;W0LGT6EM8E1172927;40;1;1956;1538;2170;5;;;V;V;1;46016;;N;X;B00;TAVERNESBLANQUES;120.00;N;;ADAMOPELAG;2737
02012015;0;MERCEDES-BENZ;A180CDI;3;WDD1760121J348199;40;1;1461;1320;1960;5;;;MU;MU;1;30204;;N;D;B00;CARTAGENA;80.00;N;;DAIMLERAG;2699
02012015;0;FERRARI;F12;3;ZFF74UHB000205844;40;0;6262;1716;2000;2;;;B;B;1;08034;;N;X;B00;BARCELONA;541.00;N;;ND;2718
02012015;6;PEUGEOT;KISBEE;3;VGAK1AEAA0J055634;90;0;49;85;200;2;;;MA;MA;1;29590;;N;D;B00;MALAGA;3.00;N;;PEUGEOTMOTOCYCLESSA;1256
02012015;0;KTM;KTM250EXC;3;VBKGSA208FM236651;50;0;249;101;335;1;;;C;C;1;15179;;N;D;B00;OLEIROS;5.03;N;;KTM-SPORTMOTORCYCLEAG;1482
02012015;0;YAMAHA;MW125;1;MLESE782000023395;50;0;125;147;275;2;;;MA;MA;1;29011;;N;D;B00;MALAGA;8.10;N;;THAIYAMAHAMOTORCOLTD;1310
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY185936;40;0;1197;1032;1590;5;;;B;B;1;08401;;N;D;B00;GRANOLLERS;66.00;N;;VOLKSWAGENAG;2456
02012015;0;CITROEN;NC4PIEHD115INTEN5P;3;VF73D9HC8EJ823548;40;1;1560;1298;1940;5;;;M;GU;1;28860;;N;D;B00;PARACUELLOSJARAMA;85.00;N;;AUTOMOBILESCITROEN;2785
02012015;0;FIAT;FIAT500;3;ZFA31200000079774;40;1;1248;980;1420;4;;;GC;GC;B;35640;31032008;U;D;B00;LAOLIVA;55.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
02012015;0;AUDI;A1SPORTBACK;3;WAUZZZ8XXEB170149;40;0;1197;1065;1555;5;;;GC;GC;1;35460;;N;D;B00;GALDAR;63.00;N;;AUDIA.G.;2457
02012015;6;BYEBIKE;BB1/1/01;3;UBJBB1101E0000072;90;0;49;63;220;2;;;CR;TO;1;13610;;N;D;B00;CAMPODECRIPTANA;1.75;N;;TECNIGASPARTSSL;1216
02012015;0;AUDI;Q3;3;WAUZZZ8U4ER148399;40;1;1968;1445;2045;5;;;O;O;1;33317;;N;D;B00;VILLAVICIOSA;103.00;N;;AUDIA.G.;2601
02012015;0;PORSCHE;CAYENNESDIESEL;3;WP1ZZZ92ZFLA66884;25;1;4134;2215;2955;5;;;M;M;1;28691;;N;X;B00;VILLANUEVADECAÑADA;283.00;N;;DR.ING.H.C.F.PORSCHEAG;2895
02012015;0;CITROEN;C4PICASSO;0;VF73DAHRMEJ875364;40;1;1997;1490;2030;5;;;M;M;1;28840;;N;D;B00;MEJORADADELCAMPO;110.00;N;;ND;2785
02012015;0;YAMAHA;XC115S;3;MLESE711000018687;50;0;114;93;255;2;;;MA;MA;1;29327;;N;D;B00;TEBA;5.30;N;;THAIYAMAHAMOTORCOLTD;1250
02012015;0;BMW;116D;3;WBA1N11020J803538;40;1;1995;1315;1880;5;;;MU;A;1;30130;;N;D;B00;BENIEL;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
02012015;0;RENAULT;TWINGO;3;VF1AHB22551749572;40;0;898;943;1382;4;;;M;M;1;28903;;N;D;B00;GETAFE;66.00;N;;RENAULTS.A.S.;2492
02012015;0;AUDI;A1SPORTBACK;3;WAUZZZ8X7EB176295;40;1;1598;1260;1675;5;;;CS;CS;1;12001;;N;D;B00;CASTELLOPLANA;66.00;N;;AUDIA.G.;2457
02012015;0;CITROEN;NC4PIEHD115EIN;0;VF73D9HC8EJ782333;40;1;1560;1298;1940;5;;;VA;M;1;47300;;N;D;B00;PEÑAFIEL;85.00;N;;AUTOMOBILESCITROEN;2785
02012015;0;SEAT;IBIZA;0;VSSZZZ6JZFR078934;40;0;1198;974;1540;5;;;V;V;1;46980;;N;D;B00;PATERNA;51.00;N;;SEAT,S.A.;2469
02012015;0;VOLKSWAGEN;GOLFSPORTSVAN;3;WVWZZZAUZFW569698;40;0;1395;1308;1900;5;;;B;B;1;08006;;N;D;B00;BARCELONA;92.00;N;;VOLKSWAGENAG;2670
02012015;0;MERCEDES-BENZ;C220;3;WDD2050041F121114;40;1;2143;1495;2135;5;;;B;B;1;08130;;N;X;B00;SPERPETUADEMOGODA;125.00;N;;DAIMLERAG;2840
02012015;0;HYUNDAI;IX20;3;TMAPU81CAEJ175930;40;0;1396;1268;1710;5;;;IB;IB;1;07315;;N;X;A01;ESCORCA;66.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
02012015;0;CITROEN;C416HDI;3;VF7NC9HP0DY511952;40;1;1560;1313;1790;5;;;MU;MU;1;30820;13022013;U;D;B00;ALCANTARILLA;68.00;N;;AUTOMOBILESCITROEN;2608
02012015;0;PIAGGIO;XEVO125;3;ZAPM3660100033183;50;0;124;161;360;2;;;MA;MA;1;29600;;N;D;B00;MARBELLA;11.00;N;;PIAGGIO&C.S.P.A;1490
02012015;3;FORD;EDGE3.5SEL;1;2FMDK3JC5BBA72556;40;0;3496;0;2450;5;;;M;M;1;28071;;N;D;B00;MADRID;0.00;;;FORDMOTORCOMPANY;2825
02012015;0;VOLKSWAGEN;TIGUAN;3;WVGZZZ5NZFW548648;40;1;1968;1468;2080;5;;;LU;OU;1;27400;;N;D;B00;MONFORTEDELEMOS;81.00;N;;ND;2605
02012015;0;MERCEDES-BENZ;SPRINTER;3;WDB9066351S993877;20;1;2143;2295;3500;3;;;LO;LO;1;26151;;N;X;A01;ARRUBAL;95.00;N;;DAIMLERAG;4325
02012015;0;BMW;F700GS;3;WB10B0100FZZ90058;50;0;798;200;436;2;;;CA;SE;1;11360;;N;D;B00;SANROQUE;55.00;N;;BAYERISCHEMOTORENWERKEAG;1590
02012015;0;PIAGGIO;LIBERTY1253V;3;RP8M73401EV113785;50;0;124;113;300;2;;;M;M;1;28220;;N;D;B00;MAJADAHONDA;7.60;N;;PIAGGIOVIETNAMCOLTD;1345
02012015;0;VOLKSWAGEN;CC;3;WVWZZZ3CZFE816997;40;1;1968;1482;2050;5;;;SE;SE;1;41650;;N;X;B00;ELSAUCEJO;103.00;N;;VOLKSWAGENAG;2708
02012015;0;MERCEDES-BENZ;VITO;3;WDF63960113907482;20;1;2143;1912;2800;3;;;LO;LO;1;26006;;N;X;B00;LOGROÑO;100.00;N;;DAIMLERAG;3200
02012015;0;MERCEDES-BENZ;GLA200CDI;3;WDC1569081J096338;40;1;2143;1430;2020;5;;;M;M;1;28011;;N;D;B00;MADRID;100.00;N;;ND;2699
02012015;0;AUDI;A3;3;WAUZZZ8V4FA059926;40;1;1598;1230;1790;5;;;V;V;1;46870;;N;D;B00;ONTINYENT;81.00;N;;AUDIA.G.;2585
02012015;0;FIAT;FIAT500;3;ZFA3120000J269453;40;0;1242;790;1305;4;;;V;V;1;46001;;N;D;B00;VALENCIA;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
02012015;0;RENAULT;MASTER;3;VF1MBU4Y252201505;02;1;2299;2110;3500;3;;;B;B;1;08980;;N;X;B00;SFELIUDELLOB;100.00;N;;RENAULTS.A.S.;4332
02012015;0;SCANIA;P450;3;YS2P4X20009193201;81;1;12742;7257;18000;2;;;MA;MA;1;29200;;N;X;A00;ANTEQUERA;331.00;N;;SCANIACVAB;3700
02012015;0;HONDA;CB500XA;1;MLHPC46B9E5103219;50;0;471;181;379;2;;;V;V;1;46025;;N;D;B00;VALENCIA;35.00;N;;THAIHONDAMANUFACTURINGCOLTD;1420
02012015;0;DACIA;SANDERO;0;UU15SDAAC52030984;40;0;898;1098;1550;5;;;M;M;1;28915;;N;D;B00;LEGANES;66.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;TOYOTA;TOYOTAYARIS;3;VNKKJ3D3X0A250696;40;0;1329;1042;1490;5;;;TF;TF;1;38760;;N;D;B00;LOSLLANOSA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
02012015;0;NISSAN;NISSANJUKE;3;SJNFCAF15U7047906;40;1;1461;1300;1770;5;;;L;L;1;25243;;N;D;B00;ELPALAUDANGLESOLA;81.00;N;;NISSANINTERNATIONAL,S.A.;2530
02012015;0;YAMAHA;YBR125;0;LBPRE054000000441;50;0;124;115;320;2;;;LO;LO;1;26003;;N;D;B00;LOGROÑO;7.50;N;;CHONGQINGJIANSHEYAMAHAMOTORLTD;1290
02012015;0;RENAULT;MASTER;3;VF1MAF4ZF51561185;20;1;2299;2010;3500;3;;;GI;GI;1;17463;;N;D;A00;FLACA;120.00;N;;RENAULTS.A.S.;4332
02012015;0;KTM;KTMRC390;3;VBKJYJ403FC201815;50;0;373;152;335;2;;;GC;GC;1;35218;;N;D;B00;TELDE;32.00;N;;KTM-SPORTMOTORCYCLEAG;1344
02012015;0;HYUNDAI;I30;3;TMAD351UAEJ240546;40;1;1582;1365;1920;5;;;M;M;1;28005;;N;D;B00;MADRID;81.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
02012015;0;LANDROVER;RANGEROVEREVOQUE;3;SALVA2DC9FH024657;25;1;2179;1750;2350;5;;;B;B;1;08290;;N;D;B00;CERDANYOLAVALLES;110.00;N;;JAGUARLANDROVERLIMITED;2660
02012015;0;BMW;5ERREIHE;3;WBAFW11050C705577;40;1;1995;1620;2230;5;;;M;M;1;28020;09122010;U;D;B00;MADRID;120.00;N;;ND;2968
02012015;0;MERCEDES-BENZ;B180CDI;3;WDD2462121J273785;40;1;1461;1465;2000;5;;;M;M;1;28023;;N;D;B00;MADRID;80.00;N;;DAIMLERAG;2699
02012015;0;MITSUBISHI;SPACESTAR120;1;MMCXNA03AFH013635;40;0;1193;845;1340;5;;;GI;GI;1;17400;;N;D;B00;BREDA;59.00;N;;MITSUBISHIMOTORSTHAILANDCORPORATION;2450
02012015;0;SEAT;ALTEA;0;VSSZZZ5PZFR005493;40;0;1390;1364;1959;5;;;BU;BU;1;09200;;N;D;B00;MIRANDADEEBRO;92.00;N;;SEAT,S.A.;1578
02012015;0;SKODA;YETI;3;TMBJF75L9F6038587;40;0;1197;1265;1885;5;;;GI;GI;1;17320;;N;D;B00;TOSSADEMAR;77.00;N;;SKODAAUTOA.S.;2576
02012015;0;MERCEDES-BENZ;A200CDI;3;WDD1760081J346900;40;1;2143;1455;2010;5;;;T;T;1;43761;;N;D;B00;POBLADEMONTORNES;100.00;N;;ND;2699
02012015;0;CITROEN;C4CACTBHDIL00FEELCO;0;VF70BBHYBEE519713;40;1;1560;1145;1610;5;;;M;TO;1;28822;;N;D;B00;COSLADA;73.00;N;;AUTOMOBILESCITROEN;2595
02012015;0;PIAGGIO;LIBERTY125PTTDELIVE;3;ZAPM3860200005955;50;0;124;114;275;2;;;SE;SE;1;41730;;N;D;B00;LASCABEZASSANJUAN;8.40;N;;PIAGGIO&C.S.P.A;1325
02012015;0;MERCEDES-BENZ;CITAN;0;WDF4156031U144184;20;1;1461;1407;1950;2;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;ND;2697
02012015;0;MERCEDES-BENZ;CLA200CDI;3;WDD1173081N166812;40;1;2143;1500;2005;5;;;M;M;1;28028;;N;D;B00;MADRID;100.00;N;;DAIMLERAG;2699
02012015;0;NISSAN;NISSANQASHQAI;3;SJNFEAJ11U1263412;40;0;1197;1390;1860;5;;;GC;GC;1;35500;;N;D;B00;ARRECIFE;85.00;N;;NISSANINTERNATIONAL,S.A.;2646
02012015;0;BMW;116I;3;WBA1A11060V268704;60;0;1598;1320;1885;5;;;GC;GC;1;35200;;N;D;B00;TELDE;100.00;N;;BAYERISCHEMOTORENWERKEAG;2690
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY162488;40;0;1197;1032;1590;5;;;C;OU;1;15894;;N;D;B00;TEO;66.00;N;;VOLKSWAGENAG;2456
02012015;0;OPEL;ASTRA;3;W0LPD6E68FG020773;40;1;1598;1413;2010;5;;;O;O;1;33005;;N;D;B00;OVIEDO;81.00;N;;ADAMOPELAG;2685
02012015;0;KIA;RIO;1;KNADM511AE6479663;40;0;1248;1052;1560;5;;;IB;IB;1;07006;;N;D;B00;PALMAMALLORCA;62.50;N;;KIAMOTORSCORPORATION;2570
02012015;0;SKODA;SUPERB;3;TMBLF73T6F9035169;40;1;1968;1581;2219;5;;;M;M;1;28108;;N;X;B00;ALCOBENDAS;125.00;S;;SKODAAUTOA.S.;2758
02012015;0;CITROEN;C4CAEHDI92FEELCOO;0;VF70B9HPGEE543791;40;1;1560;1055;1605;5;;;LE;LE;1;24282;;N;D;B00;VALVERDEDEVIRGEN;68.00;N;;AUTOMOBILESCITROEN;2595
02012015;0;FORD;TRANSITCONNECT;0;WF0TXXWPGTEM46136;0G;1;1560;1573;2230;5;;;O;O;1;33120;;N;D;B00;PRAVIA;70.00;N;;FORDWERKEGMBH;2662
02012015;0;VOLVO;FH;3;YV2RTY0A5FB711217;81;1;12777;8546;18000;2;;;O;O;1;33207;;N;D;A00;GIJON;345.00;N;;VOLVOTRUCKCORPORATION;3800
02012015;0;OPEL;CORSA-E;3;W0L0XEP08F4063284;40;0;1398;1141;1600;5;;;CS;CS;1;12110;;N;D;B00;ALCORA;66.00;N;;ADAMOPELAG;2510
02012015;0;MERCEDES-BENZ;C220BLUETEC;3;WDD2050041F113522;40;1;2143;1570;2135;5;;;M;M;1;28033;;N;D;B00;MADRID;125.00;N;;DAIMLERAG;2840
02012015;0;JEEP;CHEROKEE;3;1J4G6C8575W567710;25;1;2776;1980;2520;5;;;AL;AL;1;04814;08032005;U;D;B00;ALBOX;120.00;N;;ND;2649
02012015;6;YAMAHA;CS50;3;VTLSA22V000041771;90;0;49;81;250;2;;;GC;GC;1;35600;;N;D;B00;PUERTODELROSARIO;2.00;N;S;YAMAHAMOTORESPAÑASA;0
02012015;0;MERCEDES-BENZ;V220CDI;3;WDF44781313003413;0G;1;2143;2000;3050;8;;;M;M;1;28340;;N;D;B00;VALDEMORO;120.00;N;;DAIMLERAG;3200
02012015;0;PEUGEOT;PARTNER;0;VF37A9HN0EN533504;20;1;1560;1369;1935;2;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;AUTOMOBILESPEUGEOT;2728
02012015;0;MERCEDES-BENZ;GLA200CDI;3;WDC1569081J097019;40;1;2143;1460;2020;5;;;PO;C;1;36980;;N;D;B00;OGROVE;100.00;N;;DAIMLERAG;2699
02012015;0;CITROEN;C3PT82COLLECTION;3;VF7SCHMZ0EW625662;40;0;1199;975;1511;5;;;IB;IB;1;07013;;N;D;B00;PALMAMALLORCA;60.00;N;;AUTOMOBILESCITROEN;2451
02012015;0;RENAULT;CAAPTUR;0;VF12RFL1H51717993;40;1;1461;0;1729;5;;;BI;BI;1;48980;;N;D;B00;SANTURTZI;66.00;N;;RENAULTS.A.S.;2606
02012015;0;S.Y.M;JOYMAX300I;1;RFGLNA703ES001056;50;0;278;190;368;2;;;A;A;1;03130;;N;D;B00;SANTAPOLA;21.30;N;;SANYANGINDUSTRYCOLTD;1550
02012015;0;BMW;R1200GSADVENTURE;3;WB10A0206FZ214535;50;0;1170;230;480;2;;;BU;O;1;09006;;N;D;B00;BURGOS;92.00;N;;BAYERISCHEMOTORENWERKEAG;1510
02012015;0;CITROEN;C4CABHDI100SHINE;3;VF70BBHYBEE533894;40;1;1560;1145;1610;5;;;M;M;1;28053;;N;X;B00;MADRID;73.00;N;;ND;2595
02012015;0;MERCEDES-BENZ;ACTROS1845LS;3;WDB9634031L908202;81;1;12809;8303;18000;2;;;M;M;1;28189;;N;X;A01;PATONES;330.00;S;;DAIMLERAG;3850
02012015;0;RENAULT;CAPTUR;0;VF12RFL1H51698281;40;1;1461;1170;1729;5;;;LU;LU;1;27600;;N;D;B00;SARRIA;66.00;N;;RENAULTS.A.S.;2606
02012015;0;PEUGEOT;TWEET;3;VGALW2AAAES019785;50;0;125;116;270;2;;;B;B;1;08800;;N;X;B00;VILANOVAILAGELTRU;6.50;N;;PEUGEOTMOTOCYCLESSA;1330
02012015;0;AUDI;A5SPORTBACK;3;WAUZZZ8T2FA035882;40;1;1968;1685;2235;5;;;M;M;1;28030;;N;D;B00;MADRID;140.00;N;;AUDIA.G.;2817
02012015;0;PEUGEOT;5008STYLE16VTI120;3;VF30E5FS0ES295125;40;0;1598;1430;2190;7;;;V;V;1;46780;;N;D;B00;OLIVA;88.00;N;;AUTOMOBILESPEUGEOT;2727
02012015;0;MERCEDES-BENZ;E220BLUETEC;3;WDD2073011F300536;40;1;2143;1660;2205;5;;;AL;AL;1;04710;;N;D;B00;ELEJIDO;125.00;N;;DAIMLERAG;2760
02012015;0;TOYOTA;TOYOTAYARIS;3;VNKKL3D3X0A135428;40;0;998;990;1450;5;;;S;S;1;39477;;N;D;B00;PIELAGOS;51.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
02012015;0;CITROEN;C4AIRCROSSHDI115;0;VF7BU9HD8FZ901153;40;1;1560;1315;2060;5;;;MU;MU;1;30012;;N;D;B00;MURCIA;84.00;N;;AUTOMOBILESCITROEN;2670
02012015;0;SEAT;LEON;0;VSSZZZ5FZFR092029;40;1;1598;1211;1800;5;;;M;M;1;28043;;N;D;B00;MADRID;77.00;N;;SEAT,S.A.;2618
02012015;0;HONDA;WW125EX;3;ZDCJF57A0FF011768;50;0;125;124;310;2;;;GI;GI;1;17493;;N;D;B00;VILAJUIGA;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
02012015;0;AUDI;Q3;3;WAUZZZ8U2ER145274;40;0;1395;1405;2005;5;;;MA;MA;1;29600;;N;D;B00;MARBELLA;110.00;N;;AUDIA.G.;2601
02012015;0;HONDA;SH300;3;ZDCNF02C0EF284638;50;0;279;160;351;2;;;GI;GI;1;17300;;N;D;B00;BLANES;20.00;N;;HONDAITALIAINDUSTRIALESPA;1420
02012015;0;MERCEDES-BENZ;A180CDI;3;WDD1760121J346135;40;1;1461;1350;1960;5;;;AB;AB;1;02001;;N;D;B00;ALBACETE;80.00;N;;DAIMLERAG;2699
02012015;0;CITROEN;JUMPU1.9D;3;VF7BZWJZA12622153;20;1;1868;1380;2205;2;;;T;B;1;43713;18042000;U;D;B00;SANTJAUMEDOMENYS;51.00;N;;ND;2824
02012015;0;RENAULT;KANGOO;0;VF1FW17BE51597949;20;1;1461;1330;1885;2;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
02012015;0;KIA;CEE'D;3;U5YHN511AFL164933;40;0;1396;1183;1820;5;;;C;C;1;15630;;N;D;B00;MIÑO;73.20;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
02012015;0;VOLKSWAGEN;CC;3;WVWZZZ3CZFE817252;40;1;1968;1498;2090;4;;;J;J;1;23008;;N;D;B00;JAEN;130.00;N;;VOLKSWAGENAG;2708
02012015;0;VOLVO;FM;0;YV2XZX0A2FB709845;0A;1;10837;10470;18000;2;;;P;P;1;34002;;N;X;A00;PALENCIA;338.00;N;;VOLVOTRUCKCORPORATION;3800
02012015;0;TRIUMPH;STREETTRIPLEA;3;SMTTTL4166F679843;50;0;675;182;377;2;;;SE;CA;1;41309;;N;D;B00;LARINCONADA;70.00;N;;TRIUMPHMOTORCYCLESLIMITED;1410
02012015;2;KRONE;N/A;3;WKESD000000639389;S7;;0;8918;36000;0;;;V;V;1;46440;;N;X;A00;ALMUSSAFES;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
02012015;0;FORD;TRANSITCUSTOM;1;WF02XXTTG2EA36324;0G;1;2198;1890;3100;6;;;V;V;1;46026;;N;D;B00;VALENCIA;74.00;N;;FORDWERKEGMBH;2933
02012015;0;VOLKSWAGEN;TOURAN;3;WVGZZZ1TZFW036941;40;1;1598;1464;2180;5;;;MA;MA;1;29640;;N;D;A04;FUENGIROLA;77.00;N;;VOLKSWAGENAG;2675
02012015;0;SEAT;ALTEAXL;3;VSSZZZ5PZFR001014;40;1;1598;1405;2024;5;;;MA;MA;1;29010;;N;D;B00;MALAGA;77.00;N;;SEAT,S.A.;2578
02012015;0;SEAT;IBIZA;0;VSSZZZ6JZFR072323;40;0;1198;974;1540;5;;;V;A;1;46760;;N;D;B00;TAVERNESDELAVALLDIGNA;51.00;N;;SEAT,S.A.;2469
02012015;0;TOYOTA;TOYOTAYARIS;3;VNKKJ3D300A262713;40;0;1329;1042;1490;5;;;B;B;1;08904;;N;D;B00;LHOSPITALETDELLOB;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
02012015;0;VOLKSWAGEN;GOLF;3;WVWZZZAUZFP569721;40;1;1598;1320;1920;5;;;M;M;1;28108;;N;X;B00;ALCOBENDAS;77.00;S;;VOLKSWAGENAG;2620
02012015;0;HYUNDAI;IX20;3;TMAPU81CAEJ181163;40;0;1396;1178;1710;5;;;AL;AL;1;04720;;N;D;B00;ROQUETASDEMAR;66.20;N;;HYUNDAIMOTORMANUFACTURINGALABAMALLC;2615
02012015;0;KIA;SPORTAGE;3;U5YPB815AEL580688;40;1;1685;1551;1940;5;;;CR;M;1;13250;;N;D;B00;DAIMIEL;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
02012015;0;VOLKSWAGEN;MULTIVANSTARTLINE;0;WV2ZZZ7HZFH079513;0G;1;1968;2187;3080;7;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;103.00;S;;VOLKSWAGENAG;3000
02012015;0;HYUNDAI;I20;1;NLHBA51BAFZ338697;40;0;1248;1027;1515;5;;;GC;GC;1;35400;;N;D;B00;ARUCAS;62.50;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2525
02012015;0;HYUNDAI;TUCSONIX35;3;TMAJU81VAFJ705182;40;1;1995;1475;2090;5;;;M;M;1;28500;;N;D;B00;ARGANDADELREY;100.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
02012015;0;MERCEDES-BENZ;C220BLUETEC;3;WDD2050041F037777;40;1;2143;1675;2135;5;;;M;M;1;28830;;N;X;B00;SANFERNANDOHENARES;125.00;N;;DAIMLERAG;2840
02012015;0;YAMAHA;YP125R;3;VG5SE681000013137;50;0;124;166;354;2;;;SE;SE;1;41970;;N;D;B00;SANTIPONCE;10.55;N;;MBKINDUSTRIE;1525
02012015;0;CITROEN;NC4;0;VF7NC9HP0EY577335;40;1;1560;1280;1790;5;;;M;M;1;28294;;N;X;B00;ROBLEDODECHAVELA;68.00;S;;AUTOMOBILESCITROEN;2608
02012015;0;VOLKSWAGEN;POLO;3;WVWZZZ6RZFY214904;40;0;1197;1032;1590;5;;;B;B;1;08034;;N;D;B00;BARCELONA;66.00;N;;VOLKSWAGENAG;2456
02012015;0;AUDI;Q5;3;WAUZZZ8R7FA066372;40;1;1968;1680;2260;5;;;GC;GC;1;35217;;N;D;B00;VALSEQUILLOGC;110.00;N;;AUDIA.G.;2818
02012015;0;DACIA;SANDERO;1;UU15SDA4551791120;40;1;1461;1033;1590;5;;;PO;PO;1;36314;;N;D;B00;VIGO;55.00;N;;AUTOMOBILEDACIASA;2589
02012015;0;MINI;COOPER;3;WMWXS510302B14423;40;0;1499;1145;1670;5;;;IB;B;1;07840;;N;D;B00;STAEULALIADELRIO;100.00;N;;BAYERISCHEMOTORENWERKEAG;2567
02012015;0;KIA;VENGA;3;U5YEG811AEL092933;40;0;1396;1223;1710;5;;;CS;CS;1;12549;;N;D;B00;BETXI;66.20;N;;KIAMOTORSSLOVAKIAS.R.O.;2615
02012015;0;OPEL;ZAFIRA;3;W0L0AHM75E2109814;40;1;1686;1525;2175;7;;;IB;IB;1;07170;;N;D;B00;VALLDEMOSA;92.00;N;;ADAMOPELAG;2703
02012015;0;DUCATI;HYPERSTRADA;3;ZDMB200AAEB009616;50;0;821;191;406;2;;;GI;GI;1;17480;;N;D;B00;ROSES;77.00;N;;DUCATIMOTORHOLDINGSPA;1485
